hotelName;offerId;hotelId;locality;postalCode;street;destinationName;accType;accType_Stat;NACE;lat;lon;price;starRating;guestReviewsRating;guestReviewsTotal;Period.2019.02;Period.2019.03;Period.2019.04;Period.2019.05;Period.2019.06;Period.2019.07;Period.2019.08;Period.2019.09;Period.2019.10;Period.2019.11;Period.2019.12;Period.2020.01;Period.2020.02;Period.2020.03;Period.2020.04;Period.2020.05;Period.2020.06;Period.2020.07;Period.2020.08;Period.NA.20
Dom & House - Apartments Waterlane;476254;9151917;GdaÒsk;80-755;ul. Szafarnia 11;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,347984;18,660759;230;4;8,4;176;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
IRS ROYAL APARTMENTS - IRS Trzy Øagle;568935;13343692;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,404855;18,606228;214;4;7;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Imperial Apartments - Nautica III;1162732640;36304145;Sopot;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,447701;18,565861;1104,45;4;10;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0
Luxury Apartments - Okrzei Residence;862032352;26907261;Sopot;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,43648;18,57216;229,9;4;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
IRS ROYAL APARTMENTS  Bursztynowa;1113387488;34762109;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,424961;18,590917;259,35;3,5;;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Folks Village Plowce House;924651680;28864115;GdaÒsk;80-153;ul. P≥owce 62;WojewÛdztwo pomorskie, Polska;Hostel;Boarding houses;55.2;54,356132;18,631327;441;1;9;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
IRS ROYAL APARTMENTS - IRS Nadmorski DwÛr;507300;10411176;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,40729;18,621727;260;4;9;11;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0
Lion Apartments - Blue Dune;659490;17355478;Sopot;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,43848;18,57362;298,76;4;9,2;7;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0
Imperial Apartments - Classic ;688736;18176922;Sopot;81-765;KrÛlowej Jadwigi 4;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,44517;18,5671;590,01;3,5;7,5;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0
Dom & House Winter Residence;1131186528;35318329;GdaÒsk;80-881;KotwicznikÛw 12;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,345013;18,652836;291;3,5;;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0
Elite Apartments Center Grobla;877762304;27398822;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,349501;18,66884;132,165;3;6,6;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
IRS ROYAL APARTMENTS - IRS Aviator;507109;10393380;GdaÒsk;80-462;ul. Jana Paw≥a II 3;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,39634;18,602454;190;4;7,6;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Rezydencja Wind Rose - Luxury ApartHotel;540530;11877944;GdaÒsk;80-135;Nad Jarem 19;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,354321;18,615298;304;3,5;8,8;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Elewator GdaÒsk Hostel;678497;17826856;GdaÒsk;80-750;Spichrzowa 19;WojewÛdztwo pomorskie, Polska;Hostel;Boarding houses;55.2;54,347054;18,658612;77,66;2;8,4;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Navy Group - Apartamenty Karlikowskie;804366336;25105198;Sopot;81-737;Genera≥a Ludwika Mieros≥awskiego 5/6;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,43307;18,57009;249;3,5;9;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Apartamenty Sun & Snow Nowe Or≥owo;1181643040;36895095;Gdynia;81-524;Kiedronia 1, Or≥owo;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,51889;18,530541;236;3,5;;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0
Dom & House - Apartments Ogrodowa Sopot;687149;18122531;Sopot;81-743;ul. Grunwaldzka 8;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,44416;18,56962;250;3,5;7,2;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0
IRS ROYAL APARTMENTS - IRS Neptun Park;507305;10411263;GdaÒsk;80-341;ul. Wypoczynkowa 4;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,419215;18,605674;224,99;4;8,2;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Waterlane Island by Downtown Apartments;1246853568;38932924;GdaÒsk;80-761;Chmielna 63;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,344066;18,654244;301,2;3,5;;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Angielska Grobla by Downtown Apartments;1246858752;38933086;GdaÒsk;80-753;úw. Barbary 13;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,348896;18,663198;351,61;3,5;;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Dom Zdrojowy Resort&SPA;527586;11253652;Jastarnia;84-140;ul. Koúciuszki 2A;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,6988;18,685137;1062,2;4;8,8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
IRS ROYAL APARTMENTS - IRS Albatros;507100;10393242;GdaÒsk;80-369;ul. Rzeczypospolitej 4;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,402065;18,590832;212;4;6;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Blue Mandarin Apartments - Riverside;771206144;24068942;GdaÒsk;80-862;ul. Stara Stocznia 6;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,355484;18,663538;202,5;3,5;8,8;29;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
IRS ROYAL APARTMENTS - IRS Cztery Oceany;507115;10396277;GdaÒsk;80-398;ul. ObroÒcÛw Wybrzeøa;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,409236;18,59712;195,71;4;7,8;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Bema 6 Apartments;770508800;24047150;Sopot;81-753;Genera≥a JÛzefa Bema 6;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,44359;18,56725;210,6;4;8,8;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Aura Island by Downtown Apartments;1094132768;34160399;GdaÒsk;80-761;Chmielna 73;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,34304;18,65336;157,49;3;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Imperial Apartments - Sopocka Przystan ;686495;18100379;Sopot;81-745;Polna 56;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,43429;18,575249;575;3,5;8;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0
IRS ROYAL APARTMENTS - IRS Fregata;507119;10398810;GdaÒsk;80-416;ul. Genera≥a JÛzefa Hallera 165;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,38809;18,62372;207;4;8,6;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Dom & House - Apartments Neptun Park;552315;12499589;GdaÒsk;80-341;Wypoczynkowa 8;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,418706;18,60509;275;3,5;6;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0
Tristan Hotel & Spa;955812448;29837889;Sztutowo;82-110;Rybacka 17;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,33746;19,22287;288;4;9,2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0
Symphony - Baltica Towers;1362667488;42552109;GdaÒsk;80-218;al. Genera≥a JÛzefa Hallera 223;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,403978;18,624203;186,35;3,5;10;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0
Apartinfo Angielska Grobla Apartments;687013568;21437924;GdaÒsk;80-753;åwiÍtej Barbary 12;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,348783;18,663086;141,55;3;6,2;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Brabank by Downtown Apartments;1089009760;34000305;GdaÒsk;80-862;Stara Stocznia 4;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,355466;18,661714;352,81;3,5;10;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hotel Haffner;216092;973858;Sopot;81-715;Jana Jerzego Haffnera 59;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,45086;18,56157;420,01;4;8,6;150,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
My Story Sopot Apartments;727004352;22687636;Sopot;81-712;ul. PowstaÒcÛw Warszawy 53a;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,45036;18,5634;426,55;4;9,4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Molo Residence Apartments;774318976;24166218;Sopot;81-760;Pu≥askiego 10b;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,44252;18,56735;300;3,5;9;23;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
IRS ROYAL APARTMENTS - IRS Old Town;507279;10410625;GdaÒsk;80-830;åw. Ducha 29/31;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,351044;18,650933;217;4;6,8;25;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Flats For Rent - Chmielna Spa & Wellness;924777088;28868034;GdaÒsk;80-748;Chmielna 73B/66;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,343323;18,655814;330,5;3,5;9,4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Rezydencja Morski Tygiel;1082060352;33783136;£eba;84-360;Nadmorska 5 A;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,765359;17,560742;560;3,5;8;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Patio Apartamenty;804926656;25122708;GdaÒsk;80-834;åwiÍtego Ducha 91/95;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,350353;18,654924;428;3,5;9,6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Dom & House - Apartments Kamienice Nad Motlawa;569349;13291215;GdaÒsk;80-747;ul. ToruÒska 18;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,342068;18,653408;207;3,5;8,8;5;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Molo Residence;437558;6377590;Sopot;81-760;ul. Pu≥askiego;WojewÛdztwo pomorskie, Polska;Guest House;Rooms for guest;55.2;54,442985;18,566258;315;4;9,6;65;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Old Town Aparthotel by Welcome Apartment;1472714048;45991064;GdaÒsk;80-835;Tobiasza 6-7-8;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,353215;18,656263;402,31;3,5;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0
Kormoran Wellness Medical Spa;495004;10080040;Ustka;76-212;ul. Koúcielna 16;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,664855;17,057545;189;4;9;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Apartamenty MÛj Sopot - Horizon Forest C;757848640;23651520;Sopot;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,44678;18,55149;424,5;3,5;;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0
Dom & House ñ Apartments Old Town Tandeta;476431;9186395;GdaÒsk;80-835;ul. Tandeta 1;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,351372;18,655449;346,31;4;8,4;47;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0
Pod Orlem;427436;5803330;Kartuzy;83-300;ul. 3 Maja 10;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,335563;18,202813;135;3,5;8,6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Sheraton Sopot Hotel;266564;1909681;Sopot;81-718;PowstaÒcÛw Warszawy 6;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,44668;18,568852;702;5;9;224;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Longstay Aparthotel;473981;6004095;Gdynia;81-438;ul. A. Grottgera 6;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,505405;18,544921;234,99;4;8,6;52;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Sofitel Grand Sopot;212104;920581;Sopot;81-718;ul. PowstaÒcÛw Warszawy 12/14;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,44695;18,56791;759;5;9,2;166;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Dom & House - Apartments Dluga Gdansk;569822;13291144;GdaÒsk;80-831;ul. Dluga 72/1;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,349438;18,649766;219;3,5;8,4;51;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Sopot Comfy Apartment SA;1482209568;46287799;Sopot;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,441337;18,571569;699,45;3,5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
Boutique Aparthotel - Old Town Riverside;1162464448;36295764;GdaÒsk;80-881;KotwicznikÛw 12;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,345013;18,652836;360;3,5;6;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0
Elite Apartments City Center Korzenna;713531776;22266618;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,354428;18,647829;118,26;3,5;7,8;8;0;1;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0
Villa Sedan;346597;3566317;Sopot;81-762;ul. Pu≥askiego 18-20;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,443437;18,567732;224,615;3;8,6;54;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0
Apartinfo Apartments - Sadowa;530197;11470818;GdaÒsk;80-747;ul. £πkowa 60a;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,345894;18,664517;131,1;3,5;7;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Rezydent Sopot;216322;979398;Sopot;81-704;pl. Konstytucji 3 Maja 3;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,44282;18,56325;486;5;8,4;197;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0
Old Town - OldNova by Welcome Apartment;995150528;31067204;GdaÒsk;;Panienska 3;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,355378;18,655289;270;3,5;9,4;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hotel Eureka;1255407616;39200238;Sopot;81-777;Emilii Plater 7/9/11;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,436999;18,579365;211,49;3,5;10;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0
Old Town - River Point by Welcome Apartment;659436;17350373;GdaÒsk;80-369;ul. Stara Stocznia 2;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,3555;18,662227;300,01;4;9,2;54;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Navy Group - Old Town Apartments;804400544;25106267;GdaÒsk;80-834;úw. Ducha 53/55;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,350691;18,652236;249;3,5;8,8;33;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0
IRS ROYAL APARTMENTS - Apartamenty IRS Copernicus;507274;10410553;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,362462;18,636484;212;4;7,2;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hotel Aubrecht Country SPA Resort;547248;12281990;Przechlewo;77-320;Koprzywnica 4;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;53,774757;17,174135;379,99;4;8,4;19;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Dom & House - Apartments Old Town Sadowa;634122;16176541;GdaÒsk;80-740;ul. £πkowa 60B/49;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,345722;18,664744;216;3,5;9;2;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0
Villa Orla;1235163136;38567598;Gdynia;81-524;Balladyny 26;WojewÛdztwo pomorskie, Polska;Guest House;Rooms for guest;55.2;54,4761;18,55621;201,25;3;8;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;0
Sopot Marriott Resort & Spa;399107;4816568;Sopot;81-731;ul. Bitwy Pod P≥owcami 59;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,433785;18,584028;580;4;9,2;262;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Villa Antonina;424680;5634370;Sopot;81-706;ObroÒcÛw Westerplatte 36a;WojewÛdztwo pomorskie, Polska;Bed and breakfast;Rooms for guest;55.2;54,447589;18,560097;358,725;4;8,6;20;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0
Dom & House ñ Apartments Old Town;595080;15232098;GdaÒsk;80-840;Szafarnia 11;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,347984;18,660759;396,32;3,5;9;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
Rosevia Resort & Spa;563506;13064019;JastrzÍbia GÛra;84-104;ul. Rozewska 23;WojewÛdztwo pomorskie, Polska;Resort;Other hotel facilities;55.1;54,827811;18,336192;660;4;8,6;3;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;1;1;0
Apartinfo Aura Apartments;431521;6044679;GdaÒsk;80-747;ToruÒska 15;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,342414;18,654724;138,7;4;7,6;115;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hostel PrzyMorze;963017408;30063044;GdaÒsk;80-360;Boles≥awa Krzywoustego 24 G;WojewÛdztwo pomorskie, Polska;Hostel;Boarding houses;55.2;54,412602;18,585305;125,22;1;10;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
B&B Molo Sopot;590773;15058198;Sopot;81-853;ul. Niepodleg≥oúci 710/a;WojewÛdztwo pomorskie, Polska;Bed and breakfast;Rooms for guest;55.2;54,434106;18,560798;186,3;2;8,4;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Dom & House - Apartments Nowa Mot≥awa;691545;18317123;GdaÒsk;80-749;ul. Jaglana 3/5;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,343652;18,656313;192;4;7,6;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
IRS ROYAL APARTMENTS ñ IRS Morenowe WzgÛrza;563802;13097286;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,34916;18,565659;190;4;8;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Apartments Factory;600663;15384922;Sopot;81-718;Helska 4/3;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,4485;18,564;165;3,5;9,2;28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Dom & House - Apartments Brabank Old Town;658881;17245321;GdaÒsk;80-862;ul. Stara Stocznia 6;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,355089;18,662379;268;3,5;9;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0
Elite Apartments ñ Gdansk Old Town;550764;12459816;GdaÒsk;;D≥uga 43/44;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,348536;18,652438;115,2;3,5;6,4;104;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Apartinfo Chmielna Park Apartments;570998;13429975;GdaÒsk;80-748;Chmielna 70;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,34314;18,6541;128,26;3,5;8;135;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Focus Hotel Premium Sopot;646250112;20164066;Sopot;81-807;1 maja 7;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,443;18,55747;257;3;9;93;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Radisson Blu Hotel Sopot;1653258080;51633065;Sopot;81-775;Bitwy pod P≥owcami 54;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,43344;18,57989;621;4,5;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
Dom & House Angielska Grobla;797750432;24898451;GdaÒsk;80-753;úw. Barbary 12;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,348783;18,663069;230;3,5;10;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Chmielna Park by Downtown Apartments;1094188480;34162140;GdaÒsk;80-748;Chmielna 72;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,343343;18,653393;251,99;3;10;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Elite Apartments Tartaczna DeLuxe;1080027488;33719609;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,354378;18,656039;146,7;3;8,4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Baltic Apartments;612981248;19124414;GdaÒsk;80-398;ObroÒcÛw Wybrzeøa 15;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,410292;18,604169;179,1;3,5;9,4;12;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0
Old Town by Welcome Apartment;555113;12660139;GdaÒsk;80-835;Tandeta 1/83;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,351372;18,655449;270;4;9,2;197;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hotel Sopot;659891;17375311;Sopot;81-815;J.J. Haffnera 88;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,45531;18,55916;369;4;8,6;191;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Sopotorium Medical Resort;1654642688;51676334;Sopot;81-731;Bitwy pod P≥owcami 52;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,434069;18,579281;509,45;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
Grano Apartments;612564416;19111388;GdaÒsk;80-749;ul. Jaglana 4;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,343758;18,656941;310;4;8,6;539;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Dom & House - Apartments Old Town Exclusive;593365;15161190;GdaÒsk;80-833;ul. Mariacka 48/49;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,349877;18,654549;200;3,5;8,2;54;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Hotel Urbi;1472357504;45979922;GdaÒsk;80-176;èrÛdlana 3a;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,341413;18,546868;189;3;10;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0
Villa Sentoza;450938;7672583;Sopot;81-771;ul. Grunwaldzka 89;WojewÛdztwo pomorskie, Polska;Guest House;Rooms for guest;55.2;54,438629;18,574372;220;3;8,4;56;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Dom & House - Apartments Chmielna Park;528957;11302247;GdaÒsk;80-748;ul. Chmielna 70/38;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,34314;18,6541;167,52;3,5;8,2;44;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0
Hotel Bursztyn;488059;9763686;Sopot;81-777;ul. Emilii Plater 19;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,43597;18,58004;290;3;7,4;33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hostel Sopot Centrum;602223136;18788223;Sopot;81-805;al. Niepodleg≥oúci 798;WojewÛdztwo pomorskie, Polska;Hostel;Boarding houses;55.2;54,44393;18,55928;120;2;8,6;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Notera Hotel SPA;753512576;23516018;Chojnice;89-606;ul. Wczasowa 1;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;53,74221;17,51244;299,24;4;9,8;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Zefiro Chmielna;1247450592;38951581;GdaÒsk;80-748;Chmielna 63;WojewÛdztwo pomorskie, Polska;Apart-hotel;Hotels;55.1;54,344066;18,654244;177,405;3,5;9;6;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0
Hotel Aqua Sopot Family & Friends ;462490;1769510;Sopot;81-713;Zamkowa GÛra 35;WojewÛdztwo pomorskie, Polska;Hotel;Hotels;55.1;54,458813;18,556202;419,45;2;9,2;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
